╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=0.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.133684e-03 |  0.9991 |       0 |     0.0083 |  2.00e-05
      2 | -5.240912e-03 |  0.9998 |       0 |     0.0092 |  4.00e-05
      3 | -7.423270e-03 |  1.0002 |       0 |     0.0109 |  6.00e-05
      4 | -1.062031e-02 |  1.0006 |       0 |     0.0135 |  8.00e-05
      5 | -1.475631e-02 |  1.0011 |       0 |     0.0170 |  1.00e-04
     25 | -5.663263e-02 |  1.0078 |       0 |     0.0897 |  5.00e-04
     50 | -5.878767e-02 |  0.9972 |       0 |     0.1535 |  1.00e-03
     75 | -5.891215e-02 |  0.9921 |       0 |     0.2389 |  9.64e-04
    100 | -5.894864e-02 |  0.9891 |       0 |     0.3674 |  8.61e-04
    125 | -5.898631e-02 |  0.9870 |       0 |     0.5286 |  7.07e-04
    150 | -5.902385e-02 |  0.9835 |       0 |     0.7265 |  5.25e-04
    175 | -5.905919e-02 |  0.9781 |       0 |     0.9322 |  3.43e-04
    200 | -5.908945e-02 |  0.9740 |       0 |     1.1162 |  1.89e-04
    225 | -5.910937e-02 |  0.9715 |       0 |     1.2412 |  8.62e-05
    250 | -5.912025e-02 |  0.9702 |       0 |     1.3104 |  1.00e-03
    275 | -5.819738e-02 |  0.9835 |       0 |     0.0381 |  9.91e-04
    300 | -5.892262e-02 |  0.9927 |       0 |     0.1919 |  9.64e-04
    325 | -5.896160e-02 |  0.9920 |       0 |     0.3721 |  9.20e-04
    350 | -5.900279e-02 |  0.9876 |       0 |     0.5507 |  8.61e-04
    375 | -5.904537e-02 |  0.9826 |       0 |     0.7637 |  7.89e-04
    400 | -5.909015e-02 |  0.9778 |       0 |     1.0080 |  7.07e-04
    425 | -5.913513e-02 |  0.9735 |       0 |     1.2650 |  6.18e-04
    450 | -5.917718e-02 |  0.9697 |       0 |     1.5167 |  5.25e-04
    475 | -5.921347e-02 |  0.9673 |       0 |     1.7460 |  4.32e-04
    500 | -5.924382e-02 |  0.9654 |       0 |     1.9427 |  3.43e-04
    525 | -5.926870e-02 |  0.9641 |       0 |     2.1039 |  2.61e-04
    550 | -5.928864e-02 |  0.9631 |       0 |     2.2297 |  1.89e-04
    575 | -5.930398e-02 |  0.9620 |       0 |     2.3231 |  1.30e-04
    600 | -5.931520e-02 |  0.9614 |       0 |     2.3892 |  8.62e-05
    625 | -5.932317e-02 |  0.9610 |       0 |     2.4352 |  5.91e-05
    650 | -5.932934e-02 |  0.9608 |       0 |     2.4704 |  1.00e-03
    675 | -5.881086e-02 |  1.0025 |       0 |     0.6279 |  9.98e-04
    700 | -5.899835e-02 |  0.9916 |       0 |     0.6548 |  9.91e-04
    725 | -5.905393e-02 |  0.9847 |       0 |     0.9065 |  9.80e-04
    750 | -5.911753e-02 |  0.9785 |       0 |     1.2530 |  9.64e-04
    775 | -5.919013e-02 |  0.9718 |       0 |     1.6729 |  9.44e-04
    800 | -5.926277e-02 |  0.9646 |       0 |     2.1356 |  9.20e-04
    825 | -5.933595e-02 |  0.9606 |       0 |     2.6018 |  8.92e-04
    850 | -5.940408e-02 |  0.9586 |       0 |     3.0544 |  8.61e-04
    875 | -5.923245e-02 |  0.9515 |       0 |     3.1983 |  8.26e-04
    900 | -5.948178e-02 |  0.9525 |       0 |     3.4626 |  7.89e-04
