╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=100.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -4.515874e-03 |  0.9995 |       0 |     0.0122 |  2.00e-05
      2 | -5.432334e-03 |  0.9996 |       0 |     0.0130 |  4.00e-05
      3 | -7.240868e-03 |  0.9998 |       0 |     0.0146 |  6.00e-05
      4 | -9.901371e-03 |  1.0001 |       0 |     0.0170 |  8.00e-05
      5 | -1.336895e-02 |  1.0006 |       0 |     0.0202 |  1.00e-04
     25 | -5.547376e-02 |  1.0104 |       0 |    -0.0135 |  5.00e-04
     50 | -5.854255e-02 |  1.0013 |       0 |     0.0194 |  1.00e-03
     75 | -5.888296e-02 |  0.9958 |       0 |     0.0913 |  9.64e-04
    100 | -5.891761e-02 |  1.0008 |       0 |     0.1912 |  8.61e-04
    125 | -5.894678e-02 |  0.9965 |       0 |     0.3073 |  7.07e-04
    150 | -5.897430e-02 |  0.9915 |       0 |     0.4281 |  5.25e-04
    175 | -5.899777e-02 |  0.9876 |       0 |     0.5436 |  3.43e-04
    200 | -5.901441e-02 |  0.9852 |       0 |     0.6336 |  1.89e-04
    225 | -5.902429e-02 |  0.9839 |       0 |     0.6887 |  8.62e-05
    250 | -5.902947e-02 |  0.9833 |       0 |     0.7178 |  1.00e-03
    275 | -5.853239e-02 |  0.9891 |       0 |     0.5803 |  9.91e-04
    300 | -5.897238e-02 |  0.9919 |       0 |     0.4137 |  9.64e-04
    325 | -5.902274e-02 |  0.9861 |       0 |     0.6583 |  9.20e-04
    350 | -5.908835e-02 |  0.9789 |       0 |     1.0135 |  8.61e-04
    375 | -5.916146e-02 |  0.9715 |       0 |     1.4529 |  7.89e-04
    400 | -5.923478e-02 |  0.9660 |       0 |     1.9328 |  7.07e-04
    425 | -5.930367e-02 |  0.9630 |       0 |     2.4047 |  6.18e-04
    450 | -5.923310e-02 |  0.9641 |       0 |     2.4610 |  5.25e-04
    475 | -5.933188e-02 |  0.9637 |       0 |     2.5663 |  4.32e-04
    500 | -5.938625e-02 |  0.9592 |       0 |     2.8807 |  3.43e-04
    525 | -5.942434e-02 |  0.9569 |       0 |     3.1530 |  2.61e-04
    550 | -5.945376e-02 |  0.9560 |       0 |     3.3690 |  1.89e-04
    575 | -5.947525e-02 |  0.9556 |       0 |     3.5314 |  1.30e-04
    600 | -5.949019e-02 |  0.9550 |       0 |     3.6469 |  8.62e-05
    625 | -5.950045e-02 |  0.9546 |       0 |     3.7270 |  5.91e-05
    650 | -5.950822e-02 |  0.9543 |       0 |     3.7881 |  1.00e-03
    675 | -5.855121e-02 |  1.0065 |       0 |     0.2969 |  9.98e-04
    700 | -5.893316e-02 |  0.9984 |       0 |     0.3011 |  9.91e-04
    725 | -5.896699e-02 |  0.9964 |       0 |     0.4206 |  9.80e-04
    750 | -5.900298e-02 |  0.9920 |       0 |     0.5875 |  9.64e-04
    775 | -5.904508e-02 |  0.9874 |       0 |     0.8121 |  9.44e-04
    800 | -5.909874e-02 |  0.9813 |       0 |     1.1090 |  9.20e-04
    825 | -5.917021e-02 |  0.9724 |       0 |     1.5468 |  8.92e-04
    850 | -5.925615e-02 |  0.9612 |       0 |     2.1898 |  8.61e-04
    875 | -5.870825e-02 |  0.9611 |       0 |     2.7067 |  8.26e-04
    900 | -5.930762e-02 |  0.9610 |       0 |     2.5764 |  7.89e-04
    925 | -5.938907e-02 |  0.9560 |       0 |     3.1380 |  7.49e-04
    950 | -5.945333e-02 |  0.9510 |       0 |     3.7890 |  7.07e-04
    975 | -5.870595e-02 |  0.9547 |       0 |     4.0901 |  6.63e-04
   1000 | -5.941597e-02 |  0.9536 |       0 |     3.5843 |  6.18e-04
   1025 | -5.950842e-02 |  0.9502 |       0 |     4.0574 |  5.72e-04
   1050 | -5.956724e-02 |  0.9449 |       0 |     4.5631 |  5.25e-04
   1075 | -5.960221e-02 |  0.9444 |       0 |     5.0037 |  4.78e-04
   1100 | -5.967103e-02 |  0.9399 |       0 |     5.4490 |  4.32e-04
   1125 | -5.972277e-02 |  0.9368 |       0 |     5.9170 |  3.87e-04
   1150 | -5.977023e-02 |  0.9319 |       0 |     6.3586 |  3.43e-04
   1175 | -5.981015e-02 |  0.9258 |       0 |     6.7681 |  3.01e-04
   1200 | -5.985628e-02 |  0.9223 |       0 |     7.1547 |  2.61e-04
   1225 | -5.989686e-02 |  0.9191 |       0 |     7.5203 |  2.24e-04
   1250 | -5.993555e-02 |  0.9163 |       0 |     7.8595 |  1.89e-04
   1275 | -5.997138e-02 |  0.9141 |       0 |     8.1683 |  1.58e-04
   1300 | -6.000137e-02 |  0.9133 |       0 |     8.4431 |  1.30e-04
   1325 | -6.002484e-02 |  0.9133 |       0 |     8.6794 |  1.06e-04
   1350 | -6.004358e-02 |  0.9131 |       0 |     8.8773 |  8.62e-05
   1375 | -6.005887e-02 |  0.9125 |       0 |     9.0418 |  7.05e-05
   1400 | -6.007156e-02 |  0.9119 |       0 |     9.1799 |  5.91e-05
   1425 | -6.008261e-02 |  0.9112 |       0 |     9.3004 |  5.23e-05
   1450 | -6.009284e-02 |  0.9106 |       0 |     9.4124 |  1.00e-03
   1475 | -5.693342e-02 |  0.9898 |       0 |    -0.1848 |  9.99e-04
   1500 | -5.870315e-02 |  0.9889 |       0 |     0.5536 |  9.98e-04
   1525 | -5.894669e-02 |  0.9960 |       0 |     0.5187 |  9.95e-04
   1550 | -5.898831e-02 |  0.9969 |       0 |     0.6104 |  9.91e-04
   1575 | -5.902392e-02 |  0.9939 |       0 |     0.7896 |  9.86e-04
   1600 | -5.906558e-02 |  0.9919 |       0 |     1.0112 |  9.80e-04
   1625 | -5.912269e-02 |  0.9891 |       0 |     1.3419 |  9.72e-04
   1650 | -5.920497e-02 |  0.9840 |       0 |     1.8748 |  9.64e-04
   1675 | -5.901319e-02 |  0.9929 |       0 |     1.3202 |  9.54e-04
   1700 | -5.910747e-02 |  0.9882 |       0 |     1.2561 |  9.44e-04
   1725 | -5.916589e-02 |  0.9838 |       0 |     1.5068 |  9.32e-04
   1750 | -5.923991e-02 |  0.9775 |       0 |     1.9613 |  9.20e-04
   1775 | -5.931897e-02 |  0.9699 |       0 |     2.5559 |  9.07e-04
   1800 | -5.940337e-02 |  0.9620 |       0 |     3.2565 |  8.92e-04
   1825 | -5.919307e-02 |  0.9630 |       0 |     3.0974 |  8.77e-04
   1850 | -5.913090e-02 |  0.9782 |       0 |     1.8037 |  8.61e-04
   1875 | -5.927328e-02 |  0.9754 |       0 |     2.1317 |  8.44e-04
   1900 | -5.935232e-02 |  0.9690 |       0 |     2.6714 |  8.26e-04
   1925 | -5.942221e-02 |  0.9622 |       0 |     3.2694 |  8.08e-04
   1950 | -5.948617e-02 |  0.9568 |       0 |     3.8650 |  7.89e-04
   1975 | -5.955260e-02 |  0.9509 |       0 |     4.4683 |  7.69e-04
   2000 | -5.962709e-02 |  0.9458 |       0 |     5.1184 |  7.49e-04
   2025 | -5.844053e-02 |  0.9794 |       0 |     3.0374 |  7.28e-04
   2050 | -5.918619e-02 |  0.9629 |       0 |     2.2435 |  7.07e-04
   2075 | -5.933692e-02 |  0.9772 |       0 |     2.5794 |  6.85e-04
   2100 | -5.942246e-02 |  0.9700 |       0 |     3.1018 |  6.63e-04
   2125 | -5.949537e-02 |  0.9644 |       0 |     3.6510 |  6.40e-04
   2150 | -5.955758e-02 |  0.9578 |       0 |     4.1973 |  6.18e-04
   2175 | -5.961599e-02 |  0.9533 |       0 |     4.7280 |  5.95e-04
   2200 | -5.967523e-02 |  0.9495 |       0 |     5.2575 |  5.72e-04
   2225 | -5.973697e-02 |  0.9459 |       0 |     5.8057 |  5.48e-04
   2250 | -5.980106e-02 |  0.9427 |       0 |     6.3874 |  5.25e-04
   2275 | -5.986590e-02 |  0.9400 |       0 |     7.0092 |  5.02e-04
   2300 | -5.988228e-02 |  0.9413 |       0 |     7.6601 |  4.78e-04
   2325 | -5.967842e-02 |  0.9464 |       0 |     7.0160 |  4.55e-04
   2350 | -5.991797e-02 |  0.9427 |       0 |     7.4982 |  4.32e-04
   2375 | -5.997882e-02 |  0.9354 |       0 |     8.1373 |  4.10e-04
   2400 | -6.002373e-02 |  0.9319 |       0 |     8.6507 |  3.87e-04
   2425 | -6.006435e-02 |  0.9285 |       0 |     9.1384 |  3.65e-04
   2450 | -6.010254e-02 |  0.9254 |       0 |     9.6121 |  3.43e-04
   2475 | -6.010121e-02 |  0.9235 |       0 |    10.0678 |  3.22e-04
   2500 | -6.001836e-02 |  0.9238 |       0 |     9.8137 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=100.0) COMPLETE
  Best loss: -6.013194e-02 (epoch 2471)
  Tip: 10.0110 mm (expected: 9.6567 mm)  Err: 3.67%
  n_inverted: final=0, max_during_training=0
  Training time: 106.1s (1.8min)
  ======================================================================

