╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=0.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
  ------------------------------------------------------------------------------
      1 | -6.639008e-03 |  1.0000 |       0 |    -0.0085 |  2.00e-05
      2 | -7.548003e-03 |  1.0002 |       0 |    -0.0076 |  4.00e-05
      3 | -9.348817e-03 |  1.0005 |       0 |    -0.0060 |  6.00e-05
      4 | -1.201258e-02 |  1.0010 |       0 |    -0.0035 |  8.00e-05
      5 | -1.550313e-02 |  1.0016 |       0 |    -0.0002 |  1.00e-04
     25 | -5.539106e-02 |  1.0121 |       0 |    -0.0290 |  5.00e-04
     50 | -5.848533e-02 |  1.0069 |       0 |     0.0244 |  1.00e-03
     75 | -5.889728e-02 |  1.0028 |       0 |     0.1460 |  9.64e-04
    100 | -5.893827e-02 |  0.9996 |       0 |     0.2937 |  8.61e-04
    125 | -5.897389e-02 |  0.9926 |       0 |     0.4537 |  7.07e-04
    150 | -5.900872e-02 |  0.9885 |       0 |     0.6362 |  5.25e-04
    175 | -5.903995e-02 |  0.9847 |       0 |     0.8079 |  3.43e-04
    200 | -5.906318e-02 |  0.9820 |       0 |     0.9397 |  1.89e-04
    225 | -5.907689e-02 |  0.9804 |       0 |     1.0189 |  8.62e-05
    250 | -5.908395e-02 |  0.9796 |       0 |     1.0604 |  1.00e-03
    275 | -5.857420e-02 |  0.9970 |       0 |     0.4593 |  9.91e-04
    300 | -5.895533e-02 |  0.9947 |       0 |     0.4033 |  9.64e-04
    325 | -5.901946e-02 |  0.9879 |       0 |     0.6538 |  9.20e-04
    350 | -5.908119e-02 |  0.9816 |       0 |     0.9855 |  8.61e-04
    375 | -5.915006e-02 |  0.9745 |       0 |     1.4031 |  7.89e-04
    400 | -5.921910e-02 |  0.9687 |       0 |     1.8671 |  7.07e-04
    425 | -5.928522e-02 |  0.9654 |       0 |     2.3340 |  6.18e-04
    450 | -5.933996e-02 |  0.9615 |       0 |     2.7727 |  5.25e-04
    475 | -5.940313e-02 |  0.9525 |       0 |     3.1869 |  4.32e-04
    500 | -5.944963e-02 |  0.9491 |       0 |     3.5833 |  3.43e-04
    525 | -5.950228e-02 |  0.9496 |       0 |     3.9325 |  2.61e-04
    550 | -5.953888e-02 |  0.9487 |       0 |     4.2219 |  1.89e-04
    575 | -5.956791e-02 |  0.9477 |       0 |     4.4465 |  1.30e-04
    600 | -5.958962e-02 |  0.9472 |       0 |     4.6104 |  8.62e-05
    625 | -5.960515e-02 |  0.9469 |       0 |     4.7270 |  5.91e-05
    650 | -5.961718e-02 |  0.9468 |       0 |     4.8178 |  1.00e-03
    675 | -5.875665e-02 |  1.0006 |       0 |     0.4014 |  9.98e-04
    700 | -5.893214e-02 |  0.9967 |       0 |     0.2989 |  9.91e-04
    725 | -5.896426e-02 |  0.9970 |       0 |     0.4138 |  9.80e-04
    750 | -5.898959e-02 |  0.9932 |       0 |     0.5393 |  9.64e-04
    775 | -5.901942e-02 |  0.9907 |       0 |     0.6985 |  9.44e-04
    800 | -5.905845e-02 |  0.9870 |       0 |     0.9051 |  9.20e-04
    825 | -5.911200e-02 |  0.9820 |       0 |     1.1888 |  8.92e-04
    850 | -5.918027e-02 |  0.9753 |       0 |     1.5755 |  8.61e-04
    875 | -5.924909e-02 |  0.9672 |       0 |     2.0337 |  8.26e-04
    900 | -5.931268e-02 |  0.9596 |       0 |     2.5012 |  7.89e-04
    925 | -5.937573e-02 |  0.9543 |       0 |     2.9828 |  7.49e-04
    950 | -5.944124e-02 |  0.9511 |       0 |     3.4867 |  7.07e-04
    975 | -5.942568e-02 |  0.9349 |       0 |     4.0154 |  6.63e-04
   1000 | -5.952361e-02 |  0.9496 |       0 |     4.1771 |  6.18e-04
   1025 | -5.960867e-02 |  0.9477 |       0 |     4.6752 |  5.72e-04
   1050 | -5.965638e-02 |  0.9510 |       0 |     5.2474 |  5.25e-04
   1075 | -5.953083e-02 |  0.9463 |       0 |     5.7336 |  4.78e-04
   1100 | -5.977634e-02 |  0.9444 |       0 |     6.0263 |  4.32e-04
   1125 | -5.983689e-02 |  0.9396 |       0 |     6.5608 |  3.87e-04
   1150 | -5.988746e-02 |  0.9368 |       0 |     7.0404 |  3.43e-04
   1175 | -5.993436e-02 |  0.9338 |       0 |     7.4842 |  3.01e-04
   1200 | -5.997706e-02 |  0.9306 |       0 |     7.8938 |  2.61e-04
   1225 | -6.001598e-02 |  0.9276 |       0 |     8.2668 |  2.24e-04
   1250 | -6.005110e-02 |  0.9249 |       0 |     8.6022 |  1.89e-04
   1275 | -6.008210e-02 |  0.9225 |       0 |     8.9000 |  1.58e-04
   1300 | -6.010875e-02 |  0.9205 |       0 |     9.1606 |  1.30e-04
   1325 | -6.013113e-02 |  0.9188 |       0 |     9.3848 |  1.06e-04
   1350 | -6.014973e-02 |  0.9175 |       0 |     9.5748 |  8.62e-05
   1375 | -6.016516e-02 |  0.9164 |       0 |     9.7347 |  7.05e-05
   1400 | -6.017817e-02 |  0.9156 |       0 |     9.8707 |  5.91e-05
   1425 | -6.018952e-02 |  0.9148 |       0 |     9.9906 |  5.23e-05
   1450 | -6.020008e-02 |  0.9142 |       0 |    10.1029 |  1.00e-03
   1475 | -5.637891e-02 |  0.9684 |       0 |     0.2764 |  9.99e-04
   1500 | -5.866355e-02 |  1.0083 |       0 |     0.3909 |  9.98e-04
   1525 | -5.884980e-02 |  0.9981 |       0 |     0.4579 |  9.95e-04
   1550 | -5.892721e-02 |  0.9975 |       0 |     0.4416 |  9.91e-04
   1575 | -5.896535e-02 |  0.9945 |       0 |     0.4575 |  9.86e-04
   1600 | -5.899005e-02 |  0.9924 |       0 |     0.5443 |  9.80e-04
   1625 | -5.901537e-02 |  0.9905 |       0 |     0.6631 |  9.72e-04
   1650 | -5.904466e-02 |  0.9880 |       0 |     0.8054 |  9.64e-04
   1675 | -5.908040e-02 |  0.9847 |       0 |     0.9858 |  9.54e-04
   1700 | -5.912547e-02 |  0.9805 |       0 |     1.2278 |  9.44e-04
   1725 | -5.918201e-02 |  0.9749 |       0 |     1.5642 |  9.32e-04
   1750 | -5.924929e-02 |  0.9681 |       0 |     2.0251 |  9.20e-04
   1775 | -5.932552e-02 |  0.9601 |       0 |     2.6087 |  9.07e-04
   1800 | -5.940911e-02 |  0.9525 |       0 |     3.3061 |  8.92e-04
   1825 | -5.926416e-02 |  0.9514 |       0 |     2.8779 |  8.77e-04
   1850 | -5.942946e-02 |  0.9555 |       0 |     3.2385 |  8.61e-04
   1875 | -5.950070e-02 |  0.9527 |       0 |     3.8848 |  8.44e-04
   1900 | -5.957925e-02 |  0.9494 |       0 |     4.5614 |  8.26e-04
   1925 | -5.954817e-02 |  0.9453 |       0 |     4.9143 |  8.08e-04
   1950 | -5.957818e-02 |  0.9508 |       0 |     5.0361 |  7.89e-04
   1975 | -5.968994e-02 |  0.9465 |       0 |     5.6407 |  7.69e-04
   2000 | -5.967055e-02 |  0.9506 |       0 |     5.5150 |  7.49e-04
   2025 | -5.977573e-02 |  0.9407 |       0 |     6.0776 |  7.28e-04
   2050 | -5.985251e-02 |  0.9341 |       0 |     6.8682 |  7.07e-04
   2075 | -5.969856e-02 |  0.9545 |       0 |     5.7377 |  6.85e-04
   2100 | -5.979001e-02 |  0.9459 |       0 |     6.0114 |  6.63e-04
   2125 | -5.985519e-02 |  0.9338 |       0 |     6.7028 |  6.40e-04
   2150 | -5.991497e-02 |  0.9287 |       0 |     7.3307 |  6.18e-04
   2175 | -5.997317e-02 |  0.9241 |       0 |     7.9517 |  5.95e-04
   2200 | -6.003135e-02 |  0.9199 |       0 |     8.5880 |  5.72e-04
   2225 | -5.655648e-02 |  0.9330 |       0 |     9.2370 |  5.48e-04
   2250 | -6.007110e-02 |  0.9210 |       0 |     8.8462 |  5.25e-04
   2275 | -6.011714e-02 |  0.9148 |       0 |     9.4789 |  5.02e-04
   2300 | -6.016949e-02 |  0.9112 |       0 |    10.0648 |  4.78e-04
   2325 | -5.986623e-02 |  0.9203 |       0 |     9.8958 |  4.55e-04
   2350 | -6.019630e-02 |  0.9130 |       0 |    10.2347 |  4.32e-04
   2375 | -6.023840e-02 |  0.9065 |       0 |    10.7915 |  4.10e-04
   2400 | -6.028117e-02 |  0.9047 |       0 |    11.2938 |  3.87e-04
   2425 | -6.032093e-02 |  0.9025 |       0 |    11.7991 |  3.65e-04
   2450 | -6.035880e-02 |  0.9002 |       0 |    12.2969 |  3.43e-04
   2475 | -6.031453e-02 |  0.9052 |       0 |    12.1808 |  3.22e-04
   2500 | -6.038725e-02 |  0.8998 |       0 |    12.5004 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=0.0) COMPLETE
  Best loss: -6.038725e-02 (epoch 2500)
  Tip: 12.5179 mm (expected: 9.6567 mm)  Err: 29.63%
  n_inverted: final=0, max_during_training=0
  Training time: 105.0s (1.8min)
  ======================================================================

